iter	Logloss
328	0.2211470514
329	0.220986119
330	0.2207296383
331	0.2205102736
332	0.2203281073
333	0.2200522962
334	0.2198313104
335	0.2196079154
336	0.2193208519
337	0.2190318869
338	0.2187431704
339	0.2185787412
340	0.2183979214
341	0.2182005945
342	0.217956744
343	0.2177455466
344	0.2176329802
345	0.2174188022
346	0.2171254837
347	0.2169857165
348	0.2167637736
349	0.216625786
350	0.2163087505
351	0.2159507562
352	0.2156947296
353	0.2154588868
354	0.2152519312
355	0.2149772874
356	0.2147026834
357	0.2144779959
358	0.214162334
359	0.213938036
360	0.2137935763
361	0.2135842146
362	0.2132898557
363	0.2129734854
364	0.2127779521
365	0.2126321011
366	0.212436859
367	0.2122697986
368	0.2119818931
369	0.2116712558
370	0.2114228478
371	0.2112075898
372	0.2110079811
373	0.2108389827
374	0.2106240127
375	0.2104413255
376	0.2101864593
377	0.209989458
378	0.2096656972
379	0.2095024085
380	0.209216704
381	0.2091068583
382	0.2089128155
383	0.2087218314
384	0.2084596926
385	0.2081931327
386	0.2080175269
387	0.2077539942
388	0.2076514593
389	0.207438875
390	0.2073437936
391	0.2071013112
392	0.2067494035
393	0.2065924307
394	0.2063218212
395	0.2061141647
396	0.2058945079
397	0.2057354601
398	0.2056008214
399	0.2053370961
400	0.2052331182
401	0.2051823701
402	0.2049641819
403	0.2047828881
404	0.2045963663
405	0.2043610734
406	0.204069589
407	0.203872312
408	0.2036588651
409	0.2034828271
410	0.2032704488
411	0.2030542933
412	0.2028179414
413	0.2027075809
414	0.2024776952
415	0.2022579852
416	0.2021022498
417	0.2018595812
418	0.201652921
419	0.2015164024
420	0.2014116471
421	0.2012662898
422	0.2010656518
423	0.2008367499
424	0.2006678233
425	0.2004872487
426	0.2002581827
427	0.2000273472
428	0.1998462205
429	0.1997090743
430	0.199576566
431	0.1993699373
432	0.1992795577
433	0.1990684909
434	0.1988887437
435	0.1986102244
436	0.198397469
437	0.1982761696
438	0.1980032725
439	0.1978912525
440	0.1977099163
441	0.1976151319
442	0.1974004216
443	0.1972352685
444	0.1971039552
445	0.196883858
446	0.1967234266
447	0.1965163911
448	0.1963466002
449	0.1962446355
450	0.196073065
451	0.195856615
452	0.1956190644
453	0.1953738552
454	0.1951550719
455	0.195036566
456	0.1948489775
457	0.1945871623
458	0.1942788682
459	0.1941290746
460	0.1940121885
461	0.1938505834
462	0.1936099031
463	0.1934794734
464	0.1932816689
465	0.193081128
466	0.1928356495
467	0.1926793175
468	0.1925485892
469	0.1924226358
470	0.1921991237
471	0.1920771599
472	0.1918357204
473	0.1916830639
474	0.1914427481
475	0.1912116514
476	0.1910285245
477	0.1909348915
478	0.1907528094
479	0.190560437
480	0.1903755801
481	0.1903052227
482	0.1900815095
483	0.1898481394
484	0.1897552283
485	0.189601039
486	0.1894019131
487	0.1893126109
488	0.18911849
489	0.1889948351
490	0.1887877587
491	0.188462526
492	0.1882627346
493	0.1880789538
494	0.1879118139
495	0.1876932895
496	0.1874320688
497	0.1872428154
498	0.1869851113
499	0.1868298228
500	0.1866815553
501	0.1864269265
502	0.1862770909
503	0.1860400262
504	0.1858288779
505	0.185703301
506	0.1854760695
507	0.1853481321
508	0.1852391062
509	0.1850860645
510	0.18492185
511	0.1847252892
512	0.1845336183
513	0.1843739752
514	0.1842669008
515	0.1840445579
516	0.1838361216
517	0.1837166991
518	0.1835846542
519	0.183508066
520	0.183268258
521	0.1830599159
522	0.1828486744
523	0.1825469359
524	0.1823474213
525	0.1821366948
526	0.1819166228
527	0.1817002487
528	0.1816562237
529	0.1814494313
530	0.1812719347
531	0.1810174666
532	0.180836301
533	0.1806458561
534	0.1804761208
535	0.1802923393
536	0.1801500459
537	0.1800008913
538	0.1798399976
539	0.1796234661
540	0.1794971534
541	0.1793204003
542	0.1791635138
543	0.1789436425
544	0.1788311209
545	0.1787254116
546	0.1784988812
547	0.178326798
548	0.1781824518
549	0.1780654462
550	0.1779588743
551	0.177833027
552	0.1776822198
553	0.1774648275
554	0.1772528898
555	0.1770866376
556	0.1770221334
557	0.1767897855
558	0.1766882851
559	0.1765816318
560	0.1764509536
561	0.1762224221
562	0.1760989086
563	0.1759312808
564	0.175807245
565	0.1756842591
566	0.175542622
567	0.1753578091
568	0.1752007634
569	0.1750752234
570	0.1749442003
571	0.1746508304
572	0.1745004556
573	0.1743872513
574	0.1742745197
575	0.1740795322
576	0.1738857052
577	0.1737282404
578	0.1735508184
579	0.1733061213
580	0.1730937921
581	0.1729082943
582	0.1727616389
583	0.1725559412
584	0.1724294321
585	0.1722906232
586	0.172106592
587	0.1718703044
588	0.1716583957
589	0.171540305
590	0.171430061
591	0.171307869
592	0.1710998059
593	0.170980057
594	0.170774583
595	0.170624836
596	0.1704574782
597	0.1702953385
598	0.1699815644
599	0.1697222631
600	0.1696070464
601	0.1694546244
602	0.1692091868
603	0.1689967065
604	0.1688644086
605	0.1687375745
606	0.1686168282
607	0.1685182193
608	0.1684039885
609	0.1681702964
610	0.1679829272
611	0.167841889
612	0.1676482308
613	0.1674774249
614	0.1673432223
615	0.1672325824
616	0.1670727171
617	0.1668637004
618	0.1666969954
619	0.1665391988
620	0.1663361667
621	0.166181842
622	0.1660778687
623	0.1658108927
624	0.1656796018
625	0.1655723319
626	0.1653759515
627	0.165302336
628	0.1650850327
629	0.1649042097
630	0.1647504024
631	0.164619099
632	0.164519599
633	0.1643972852
634	0.1642703346
635	0.1641109195
636	0.1640019068
637	0.1639314581
638	0.1637679874
639	0.1637256669
640	0.1634759164
641	0.1634228699
642	0.1633286354
643	0.1631271215
644	0.1629707053
645	0.162845416
646	0.1626816559
647	0.1624659139
648	0.1623302934
649	0.1621976862
650	0.1620455675
651	0.1618848877
652	0.1618483246
653	0.1616933069
654	0.1615443032
655	0.1614048414
656	0.1612575498
657	0.1611322186
658	0.1611146102
659	0.1609705559
660	0.1608812485
661	0.1607561757
662	0.1605405725
663	0.1604097844
664	0.1602034341
665	0.1600066333
666	0.1598999693
667	0.1597778527
668	0.1596413535
669	0.1595089437
670	0.1593656003
671	0.1592299551
672	0.1590658253
673	0.1589155479
674	0.1587405866
675	0.1585412262
676	0.158424347
677	0.1582737874
678	0.1582074728
679	0.158062402
680	0.1579099022
681	0.1576664184
682	0.1575033933
683	0.1574077632
684	0.1572048514
685	0.1571031
686	0.1570238923
687	0.1568247828
688	0.156658534
689	0.1564959377
690	0.1564341392
691	0.1563218402
692	0.1561437752
693	0.1559883818
694	0.1557509389
695	0.155624994
696	0.1554578593
697	0.1552771075
698	0.1551177562
699	0.1549981358
700	0.1548680168
701	0.1547490518
702	0.1546251896
703	0.1544571308
704	0.1543199334
705	0.1541925234
706	0.1540615359
707	0.1539808519
708	0.1538794021
709	0.153723545
710	0.1535894895
711	0.1534719721
712	0.1533406377
713	0.1531975757
714	0.1530045068
715	0.1528696323
716	0.1527525286
717	0.1526449123
718	0.1525145946
719	0.1523495037
720	0.1521892365
721	0.1520158719
722	0.1518362442
723	0.1516985818
724	0.1514861302
725	0.1513509648
726	0.1511487366
727	0.1510646277
728	0.1508614486
729	0.1507028874
730	0.1505911651
731	0.1504981304
732	0.1503323709
733	0.1501029502
734	0.1499497513
735	0.1498313481
736	0.149723254
737	0.1496532122
738	0.1495700766
739	0.1494135491
740	0.1492592137
741	0.1490852568
742	0.1489103996
743	0.1488223296
744	0.1487195958
745	0.1485812033
746	0.1485181407
747	0.1483932822
748	0.1482619984
749	0.1480993638
750	0.1479562748
751	0.147811628
752	0.1476282574
753	0.1475049396
754	0.1473507794
755	0.1471443398
756	0.1470531917
757	0.1468713183
758	0.1467730271
759	0.1466047582
760	0.1464767585
761	0.1463452926
762	0.1462155986
763	0.1460831959
764	0.1459600046
765	0.1459069877
766	0.1457473103
767	0.1456017232
768	0.1455147609
769	0.1453712959
770	0.1453284181
771	0.1452157534
772	0.145066555
773	0.1448677915
774	0.1447419759
775	0.1446381978
776	0.1444823953
777	0.1443813776
778	0.1442123133
779	0.1439704056
780	0.1439430124
781	0.1438761053
782	0.1437835109
783	0.1436855209
784	0.1436215367
785	0.143489446
786	0.1433405871
787	0.1431944823
788	0.1430709488
789	0.1429138383
790	0.1428114769
791	0.1426672408
792	0.1424978977
793	0.1423227465
794	0.1422053604
795	0.1420706034
796	0.1418540683
797	0.1416896778
798	0.1416026482
799	0.1414417061
800	0.1413557188
801	0.1412193849
802	0.1410762311
803	0.140907917
804	0.1408545468
805	0.1407449332
806	0.1407087301
807	0.1405332408
808	0.1403711676
809	0.1402346397
810	0.1401358406
811	0.140051363
812	0.1399839526
813	0.1398499673
814	0.1397310538
815	0.1396335382
816	0.1394860654
817	0.1393482664
818	0.1393261473
819	0.139190383
820	0.1390323409
821	0.1389448307
822	0.1388426043
823	0.1385943112
824	0.1384912276
825	0.1383522707
826	0.1382414302
827	0.1381621004
828	0.138099357
829	0.1379537669
830	0.1378305679
831	0.1376449479
832	0.1374874292
833	0.1373816197
834	0.1372577918
835	0.137194374
836	0.1370509538
837	0.1369435106
838	0.136765109
839	0.1366080809
840	0.1364706173
841	0.136379117
842	0.1362949541
843	0.1361654523
844	0.1360971002
845	0.1360152558
846	0.1359029675
847	0.1357871071
848	0.1356810403
849	0.1354809553
850	0.135327639
851	0.1352214526
852	0.135162394
853	0.1350391917
854	0.1348535211
855	0.1347113084
856	0.1345955991
857	0.1345468458
858	0.1344256707
859	0.1343653139
860	0.1342189946
861	0.1341545881
862	0.134020931
863	0.1338514004
864	0.1337619944
865	0.133628564
866	0.1335374321
867	0.1333888653
868	0.133217883
869	0.1330433186
870	0.1329397121
871	0.1327788016
872	0.1326477217
873	0.1325430614
874	0.1324559979
875	0.1323460365
876	0.1323040919
877	0.1322836349
878	0.1321997973
879	0.132169951
880	0.1320758354
881	0.1319134998
882	0.1317141988
883	0.1315892032
884	0.131426371
885	0.1312223685
886	0.1310396451
887	0.130916153
888	0.1307470777
889	0.1305844369
890	0.1304920881
891	0.1303868103
892	0.1303018683
893	0.1302128925
894	0.130084811
895	0.1299414311
896	0.1298112694
897	0.1297000816
898	0.1295547441
899	0.1294632542
900	0.1293198736
901	0.1292461518
902	0.1291218862
903	0.1289869633
904	0.1289035696
905	0.1287787747
906	0.1286633443
907	0.1285363123
908	0.1284542795
909	0.1282973234
910	0.1281389652
911	0.1280275143
912	0.1278870926
913	0.1277684884
914	0.1276657891
915	0.1275818116
916	0.1274564297
917	0.1274421948
918	0.1273153544
919	0.1271580173
920	0.127039587
921	0.1269748589
922	0.1268883783
923	0.1267658242
924	0.1266518389
925	0.1264845046
926	0.126425995
927	0.1262969244
928	0.126160422
929	0.126010808
930	0.1259083549
931	0.1257795978
932	0.1256825859
933	0.1255487371
934	0.1253636428
935	0.1252513907
936	0.1251261544
937	0.1250518205
938	0.1249894603
939	0.1248284925
940	0.1247049557
941	0.1245752288
942	0.1244635205
943	0.1243735096
944	0.1243097965
945	0.1242096876
946	0.1240982042
947	0.1240888967
948	0.1239785774
949	0.1238772501
950	0.1238119252
951	0.1236949
952	0.1235597156
953	0.1233678199
954	0.1232692442
955	0.1231376936
956	0.1229993192
957	0.1229222756
958	0.1227661812
959	0.1226171224
960	0.1225024098
961	0.1224230714
962	0.1222789125
963	0.1222204782
964	0.1220736112
965	0.1219694317
966	0.1218806941
967	0.121767593
968	0.1216985388
969	0.121546973
970	0.1214631394
971	0.1214011869
972	0.1212882612
973	0.1211239907
974	0.1209852146
975	0.1208442105
976	0.1207524725
977	0.1206558598
978	0.1205802255
979	0.1204952166
980	0.1204134858
981	0.120297191
982	0.1202319514
983	0.1201641423
984	0.1200567801
985	0.1199505072
986	0.1198500866
987	0.1197718985
988	0.1197253025
989	0.1196025101
990	0.1194752135
991	0.1193300861
992	0.1192960641
993	0.1191871641
994	0.1191001857
995	0.1189752725
996	0.1188690296
997	0.1187341062
998	0.1186776163
999	0.118615208
